Name,ID,Title,ShortText,Version,ServiceCode,ServiceUrl,Deprecated,hasManagedContent,CreatedAt,CreatedBy,ModifiedAt,ModifiedBy,ParentTechnicalName,State,ChangeLog,ExternalDocs,ReleaseInfo,MultiVersion,numberOfAPIs
greatplains,greatplains,Microsoft Dynamics GP,"ERP solution for financials, inventory, and operations for small and medium businesses",api-v2,REST,,,,,XXX,,XXX,finance,,,,,0,1
nfe_event,nfe_event,NF-e Event Service,Determines the actions related to electronic fiscal documents that enables you to communicate with Brazilian tax authorities.,1.0.0,REST,https://sandbox.api.sap.com/sapdocumentcompliance/eventservice,,0,,XXX,,XXX,NFEAPIS,ACTIVE,,,,0,1
onedrivebusiness,onedrivebusiness,Microsoft OneDrive for Business,"Managed by the organisation to store, sync, and share work files in the cloud",api-v2,REST,,,,,XXX,,XXX,documents,,,,,0,1
OP_SLSPRCGCONDITIONFIELD_0001,SlsPrcgConditionField               0001,Field Catalog for Pricing in Sales – Read,Read a list of supported fields that can be used to represent sales-price-relevant business attributes by using this synchronous inbound service,1.0.0,ODATAV4,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/aa/fab45b9aec4445b1be3a6effc683a9/frameset.htm"",""description"":""Business Documentation""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/aa/fab45b9aec4445b1be3a6effc683a9/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/aa/fab45b9aec4445b1be3a6effc683a9/frameset.htm"",""description"":""Business Documentation""}}","2021 FPS00,2021 FPS01,2021 FPS02",1,1
OP_API_INTELLIGENTPRODUCTPROPOSAL_0001,API_INTELLIGENTPRODUCTPROPOSAL_SRV_0001,Intelligent Product Proposal - Read,Reads product and quantity proposals for sales order items using this asynchronous inbound service,1.0.0,ODATA,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/73/122fae9acf4206a29b3ce0932d72d2/frameset.htm"",""description"":""Business Documentation""},""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/73/122fae9acf4206a29b3ce0932d72d2/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/73/122fae9acf4206a29b3ce0932d72d2/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/73/122fae9acf4206a29b3ce0932d72d2/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS00,2021 FPS01,2021 FPS02",1,1
MalwareScanAPI,MalwareScanAPI,SAP Malware Scanning Service,Scan business documents uploaded by your custom-developed applications for malware.,1.0,REST,https://sandbox.api.sap.com/malwarescanning,,0,,XXX,,XXX,malwarescan,ACTIVE,,,,0,1
MRPCHANGEREQUESTREASON_0001,MRPChangeRequestReason              0001,MRP Change Request Reason – Read,Read change request reasons using this synchronous inbound service,1,ODATAV4,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata4/sap/api_mrpcr_reason_code/srvd_a2x/sap/mrpchangerequestreason/0001,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
OP_CASECURITYDEPOSIT_0001,CASecurityDeposit                   0001,Cash Security Deposit,Transfer cash security deposit information from an external system to Contract Accounting (FI-CA) in your SAP S/4HANA system using this synchronous inbound service,1.0.0,ODATAV4,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/9c/9d40cd785b4317a85fd3d8e6c3a26e/frameset.htm"",""description"":""Business Documentation""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/9c/9d40cd785b4317a85fd3d8e6c3a26e/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/9c/9d40cd785b4317a85fd3d8e6c3a26e/frameset.htm"",""description"":""Business Documentation""}}","2021 FPS00,2021 FPS01,2021 FPS02",1,1
II_ORG_HIERARCHY_REPL_IN,II_ORG_HIERARCHY_REPL_IN,Organizational Unit Replication In,Replicates organizational unit to SAP Cloud for Customer.,1.0.0,SOAP,,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
MaterialTraceabilityEventNotification_Provider,MaterialTraceabilityEventNotification_Provider,Create and Update Material Genealogy Data,Enables your data to be added to a material traceability network,2.3,REST,,,0,,XXX,,XXX,LbnMaterialTraceability,ACTIVE,"[{""date"":""25 Apr 2022"",""notes"":""Support of product carbon footprint data"",""state"":""Active"",""version"":""2.3""},{""date"":""10 Apr 2022"",""notes"":""Minor bug fix: expirationDate is not supported in the ProduceSerialNumberEvent"",""state"":""Active"",""version"":""2.2""},{""date"":""18 Mar 2022"",""notes"":""API enhancements for importing serialized products"",""state"":""Active"",""version"":""2.1""},{""date"":""5 Oct 2021"",""notes"":""New version for importing product batches"",""state"":""Active"",""version"":""2""}]",,,0,1
infusionsoftecommerce,infusionsoftecommerce,Infusionsoft Online Sales by Keap,Customize sales within the Infusionsoft suite,api-v2,REST,,,,,XXX,,XXX,ecommerce,,,,,0,1
Reverse_Proxy,Reverse_Proxy,Reverse Proxy,Manage the mappings between application cloud host names and reverse proxy hosts.,v1,REST,https://hostname/proxy/v1,,0,,XXX,,XXX,LifecycleManagement,ACTIVE,,,,0,1
PSM_ISI_R_II_APGACFM_GOODS_CONF_IN,PSM_ISI_R_II_APGACFM_GOODS_CONF_IN,Create Goods and Activity Confirmations,An interface to create Goods And Activity Confirmation.,2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
OP_CONTRACTACCOUNTBULKREPLICATERE,CONTRACTACCOUNTBULKREPLICATERE,Contract Account – Bulk Replicate from Client System,Transfer contract account data from an external system to Contract Accounting (FI-CA) in SAP S/4HANA using this asynchronous inbound service,1.0.0,SOAP,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/e5/771a528f664a47b6303ad1a1990935/frameset.htm"",""description"":""Business Documentation""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/e5/771a528f664a47b6303ad1a1990935/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/e5/771a528f664a47b6303ad1a1990935/frameset.htm"",""description"":""Business Documentation""}}","2021 FPS00,2021 FPS01,2021 FPS02",1,1
targetgroup,targetgroup,Target Groups,Access information on and manage your target groups.,1.0,ODATA,https://sandbox.api.sap.com/sap/c4c/odata/v1/c4codataapi,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
ITCM_UoM,ITCM_UoM,Unit of Measure Service,"The Unit of Measure service represent unit of measure that can be posted to, deleted or queried from SAP Intelligent Trade Claims Management by a user.",1.0.0,REST,,,0,,XXX,,XXX,SAPIntelligentTradeClaimsManagement,ACTIVE,,,,0,1
API_BANKDETAIL_SRV,API_BANKDETAIL_SRV_0001,Bank - Read,Enable external applications to read bank master data from your SAP S/4HANA Cloud system using this asynchronous inbound service,1,ODATA,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata/sap/API_BANKDETAIL_SRV,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
ArchiveDestructionAPIToBEImplementedByApplications,ArchiveDestructionAPIToBEImplementedByApplications,Configure Archiving and Destruction,Configuration for archiving and destruction of transactional data,1.0.0,REST,https://sandbox.api.sap.com/sapdrm/configurearchiveanddestruction,,0,,XXX,,XXX,SAPDataRetentionManager,ACTIVE,,,,0,1
API_CN_VAT_INVOICE_SRV,API_CN_VAT_INVOICE_SRV_0001,Incoming VAT Invoice,"Create, update and read incoming VAT invoice data for China using this synchronous inbound service",1,ODATA,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata/sap/API_CN_VAT_INVOICE_SRV,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
CO_COST_CENTRE_REPLICATION_OUT,CO_COST_CENTRE_REPLICATION_OUT,Cost Center - Send,Replicate cost center master data from one system to other systems using this outbound service,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
BusinessLogServiceRest,BusinessLogServiceRest,Business Logs,Enables you to create business logs for SAP Agricultural Origination Portal.,Beta,REST,,,0,,XXX,,XXX,SAPAgriculturalOriginationPortal,BETA,"[{""date"":""17 May 2022"",""notes"":""Beta version is released"",""state"":""Beta"",""version"":""Beta""}]",,,0,1
sapdme_workinstruction_file,sapdme_workinstruction_file,Work Instruction Attached File,Upload File for Work Instruction Attachment,v1,REST,https://hostname/,,0,,XXX,,XXX,SAPDigitalManufacturingCloud,ACTIVE,"[{""date"":""21 May 2022"",""notes"":""First version"",""state"":""Active"",""version"":""v1""}]",,,0,1
MappingMaterialGroupManufacturerSupplier,MappingMaterialGroupManufacturerSupplier,"Map Com. Grp, Manufacturer, Supplier","Stores the mapping of comm. group, manufacturer and supplier",1905,REST,https://sandbox.api.sap.com/sbo,,0,,XXX,,XXX,sboapi,ACTIVE,,,,0,1
CO_MMIM_SOA_MATDOC_CONF,CO_MMIM_SOA_MATDOC_CONF,Material Document - Receive Confirmation,Receive material document confirmations using this asynchronous outbound service,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
CALM_TEST_AUTOMATION,CALM_TEST_AUTOMATION,SAP Cloud ALM Test Automation,Allows cloud-based test automation providers to integrate with SAP Cloud ALM.,1.0.10,REST,,,0,,XXX,,XXX,SAPCloudALM,ACTIVE,"[{""date"":""02 February 2022"",""notes"":""Add /createtestcase endpoint with version 1.0.10"",""state"":""Active"",""version"":""1.0.10""},{""date"":""29 June 2021"",""notes"":""Expand /testcases by skip, top, count parameters in the version 1.0.9"",""state"":""Active"",""version"":""1.0.9""},{""date"":""23 Jun 2021"",""notes"":""Detailed descriptions have been added in the version 1.0.8"",""state"":""Active"",""version"":""1.0.8""}]",,,0,1
rateScheduleUpload,rateScheduleUpload,Rate Schedule Configuration Upload,Upload rate schedule setup data into SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
hyperledger_fabric,hyperledger_fabric,Hyperledger Fabric,APIs to work with a Hyperledger Fabric instance provisioned via the SAP Blockchain Service.,1.5,REST,https://hostname/blockchain/hyperledger/api/v1,,0,,XXX,,XXX,SCPBlockchainTechnologies,ACTIVE,"[{""date"":""16 Nov 2018"",""notes"":""Added GET /chaincodes/installed, POST /chaincodes/install, POST /chaincodes/{chaincodeId}/{version}, PUT /chaincodes/{chaincodeId}/{version}. Response format of GET /chaincodes and GET /chaincodes/{chaincodeId}/{version} changed."",""state"":""Active"",""version"":""1.1""},{""date"":""28 Nov 2018"",""notes"":""Moved version parameter into body for POST /chaincodes/{chaincodeId}/{version} & PUT /chaincodes/{chaincodeId}/{version}. Routes now attached to path /chaincodes/{chaincodeId}."",""state"":""Active"",""version"":""1.2""},{""date"":""10 Dez 2018"",""notes"":""Added GET /channel route to retrieve channel information. Added optional parameter 'transient' and 'chaincodeCalls' to /query, /invoke API."",""state"":""Active"",""version"":""1.3""},{""date"":""07 Jan 2019"",""notes"":""Added GET /calls route to retrieve api calls of the last 24 hours. Added events property to TransactionPayload model."",""state"":""Active"",""version"":""1.4""},{""date"":""28 Jan 2019"",""notes"":""Added routes to subscribe to block or chaincode events via WebSocket connections."",""state"":""Active"",""version"":""1.5""},{""date"":""11 Feb 2019"",""notes"":""Added 404 as possible response status to chaincode /invoke and /query."",""state"":""Active"",""version"":""1.5.1""}]",,,0,1
API_PLANNINGCATEGORY_SRV,API_PLANNINGCATEGORY_SRV_0001,Plan Category - Read,Read plan category data using this inbound service,1,ODATA,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata/sap/API_PLANNINGCATEGORY_SRV,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
SCHEDGAGRMTDLIVSCHEDULE_IN,SCHEDGAGRMTDLIVSCHEDULE_IN,"Delivery Schedule of Sales Scheduling Agreement – Receive, Update (B2B)","Receive, create, and update delivery schedules of sales scheduling agreements automatically using this asynchronous inbound service",1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
Orchestration,Orchestration,Orchestration,Enables you to orchestrate orders between SAP Order Management foundation and your back-end system.,1.0.0,REST,,,0,,XXX,,XXX,SAPOrderManagementFoundation,ACTIVE,"[{""date"":""15 Sep 2021"",""notes"":""Initial version"",""state"":""ACTIVE"",""version"":""1.0.0""},{""date"":""23 Dec 2019"",""notes"":""This API package is only available for Beta customers. If you use this package and are not an approved Beta customer, SAP will not provide support."",""state"":""Beta"",""version"":""Beta""}]",,,0,1
CASECURITYDEPOSIT_0001,CASecurityDeposit                   0001,Cash Security Deposit,Transfer cash security deposit information from an external system to Contract Accounting (FI-CA) in your SAP S/4HANA Cloud system using this synchronous inbound service,1,ODATAV4,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata4/sap/api_casecuritydeposit/srvd_a2x/sap/casecuritydeposit/0001,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
ECPersonalInformation,ECPersonalInformation,Personal Information,API to access personal information for an employee.,1.0,ODATA,https://sandbox.api.sap.com/successfactors/odata/v2,,0,,XXX,,XXX,SuccessFactorsEmployeeCentral,ACTIVE,,,,0,1
OP_API_NUTRIENT_0001,API_NUTRIENT_0001,Nutrient - Read,Read nutrient data using this asynchronous inbound service,1.0.0,ODATA,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/ce/53cf2bfd9e4a27b807f79d15847b1f/frameset.htm"",""description"":""Business Documentation""},""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/ce/53cf2bfd9e4a27b807f79d15847b1f/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/ce/53cf2bfd9e4a27b807f79d15847b1f/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/ce/53cf2bfd9e4a27b807f79d15847b1f/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS00,2021 FPS01,2021 FPS02",1,1
QUERYBUSINESSUSERIN,QUERYBUSINESSUSERIN,Business User - Read,Provision users from your external data source such as an identity management system with this synchronous inbound service,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
CO_APCRM_CQ_REQ_EXT_DOC,CO_APCRM_CQ_REQ_EXT_DOC,Sales Quote Pricing Request Out,Requests sales quote pricing from SAP Business Suite.,1.0.0,SOAP,,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
OP_API_LEGAL_CATEGORY_SRV_0001,API_LEGAL_CATEGORY_SRV_0001,Legal Categories - Read,Use this API to read legal categories,1.0.1,ODATA,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/11/df771f86d34a54b3eb2fb1ce146752/frameset.htm"",""description"":""Business Documentation""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/11/df771f86d34a54b3eb2fb1ce146752/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/11/df771f86d34a54b3eb2fb1ce146752/frameset.htm"",""description"":""Business Documentation""}}","2021 FPS00,2021 FPS01,2021 FPS02",1,1
mob_StorageAdminV1,mob_StorageAdminV1,Storage Admin,Manages the Storage Admin runtime configuration per mobile app.,1.0.0,ODATA,https://sandbox.api.sap.com:443/mobileservices/storage/v1,,0,,XXX,,XXX,MobileServices,ACTIVE,,,,0,1
OP_ECC_SUPLRINVCERPCRTRC,ECC_SUPLRINVCERPCRTRC,"Supplier Invoice - Create (A2X, Inbound, Synchronous)",Create supplier invoices using this synchronous inbound service,1.1.0,SOAP,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/5c/c74e66084c4c1d814eee09cbf9f20d/frameset.htm"",""description"":""Business Documentation""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/5c/c74e66084c4c1d814eee09cbf9f20d/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/5c/c74e66084c4c1d814eee09cbf9f20d/frameset.htm"",""description"":""Business Documentation""}}","2021 FPS00,2021 FPS01,2021 FPS02",1,1
VARCONFIGNTABLE_0001,VarConfignTable                     0001,Variant Table - Read,"Read basic data, language-specific description, the columns and the value assignment alternatives of existing variant table with this synchronous inbound service",1,ODATAV4,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata4/sap/api_varconfigntable/srvd_a2x/sap/varconfigntable/0001,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
uploadWorkerCostCenter,uploadWorkerCostCenter,Worker Cost Center Allocation Upload,Upload to associate multiple workers to their appropriate cost centers in SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
SALESAREA_0001,SalesArea                           0001,Sales Area - Read (A2X),Read sales areas in your system with this synchronous inbound service,1,ODATAV4,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata4/sap/api_salesarea/srvd_a2x/sap/salesarea/0001,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
uploadReasonCode,uploadReasonCode,Reason Code Upload,Upload reason codes into SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
UploadAPI,UploadAPI,Market Rates Upload,Upload market rates to the Bring Your Own Rates data option.,1.0.0,REST,https://sandbox.api.sap.com/marketratesmanagement/upload,,0,,XXX,,XXX,MarketRatesManagementBYORAPI,ACTIVE,,,,0,1
OP_API_SUPPLY_ASSIGNMENT_PRIORITY_0001,API_SUPPLY_ASSIGNMENT_PRIORITY_0001,Supply Assignment Priority,Read and update the values of supply assignment demand priority and demand group priority of specific requirement documents using this inbound service,1.0.0,ODATA,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/56/bee0d401be43b78ffc9a7f1d73eb6f/frameset.htm"",""description"":""Business Documentation""},""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/56/bee0d401be43b78ffc9a7f1d73eb6f/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/56/bee0d401be43b78ffc9a7f1d73eb6f/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/56/bee0d401be43b78ffc9a7f1d73eb6f/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS00,2021 FPS01,2021 FPS02",1,1
PROMISETOPAYIDQR,PROMISETOPAYIDQR,Promise to Pay - Request Information,Request promise to pay information for Contract Accounting (FI-CA) using this synchronous inbound service,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
OP_CA_BEH_SUBSCRIPTION_SRV,CA_BEH_SUBSCRIPTION_SRV_0001,Business Events Subscription,Maintain business events subscription using this synchronous inbound service,1.2.0,ODATA,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/31/ca00d025e14973a1d9cd727cc09419/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/31/ca00d025e14973a1d9cd727cc09419/frameset.htm"",""description"":""Business Documentation""}}","2021 FPS01,2021 FPS02",1,1
sapmn_inspection,sapmn_inspection,Quality Inspection,Collaborate on inspections with business partners,v1,REST,https://hostname/dim/api,,0,,XXX,,XXX,SAPDMCManufacturingNetwork,DECOMMISSIONED,"[{""date"":""19 Feb 2022"",""notes"":""Sunset of the Manufacturing Networks components"",""state"":""Decommissioned"",""version"":""v1""},{""date"":""14 Feb 2020"",""notes"":""First version"",""state"":""Active"",""version"":""v1""}]",,,0,1
PSM_ISI_R_II_MANAGE_MATERIAL_IN,PSM_ISI_R_II_MANAGE_MATERIAL_IN,Manage Materials,An interface to migrate material master data from a source system or file.,2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
ITCM_Customers,ITCM_Customers,Customer Service,"The Customer service represent customers that can be posted to, deleted or queried from SAP Intelligent Trade Claims Management by a user.",1.0.0,REST,,,0,,XXX,,XXX,SAPIntelligentTradeClaimsManagement,ACTIVE,,,,0,1
standardUserDelegateUpload,standardUserDelegateUpload,User Delegate Upload,Upload User Data Into SAP Fieldglass,1.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
MaterialVariantConfigurationService,MaterialVariantConfigurationService,Material Variant Configuration Service,List all the attributes of a given material variant along with the parent configurable material.,v1,REST,https://sandbox.api.sap.com/productconfigurationintelligence/v1,,0,,XXX,,XXX,SAPProductConfigurationIntelligence,DECOMMISSIONED,"[{""date"":""08 Mar 2021"",""notes"":""This API is decommissioned."",""state"":""Decommissioned"",""version"":""v1""},{""date"":""23 Aug 2019"",""notes"":""Initial version of API is published."",""state"":""Active"",""version"":""v1""}]",,,0,1
CO_APCRM_LEA_RPLCTN_EXT_OUT,CO_APCRM_LEA_RPLCTN_EXT_OUT,Lead Confirmation Out,Confirms lead replication from SAP Cloud for Customer.,1.0.0,SOAP,,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
storagegateway_on_premise,storagegateway_on_premise,Storage Gateway (On-Premise Edition),Universal access to remote object stores.,1.0,REST,https://hostname/,,0,,XXX,,XXX,SAPDataIntelligence,ACTIVE,"[{""date"":""06 Oct 2020"",""notes"":""Initially released version"",""state"":""Active"",""version"":""1.0""}]",,,0,1
API_MAINTENANCEPLAN,API_MAINTENANCEPLAN_0001,Maintenance Plan,"Read, create, and update maintenance plans using this synchronous inbound service",1,ODATA,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata/sap/API_MAINTENANCEPLAN,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
RM_LanguageCodes,RM_LanguageCodes,Language Codes,Processes language information.,1.0.0,REST,,,0,,XXX,,XXX,SAPIntelligentReturnsManagement,ACTIVE,,,,0,1
customFieldUpdateUpload,customFieldUpdateUpload,Custom Field Update Upload,Upload values for custom fields throughout various modules into SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
ClearingStatementUpload,ClearingStatementUpload,Import Clearing Broker Statement Data,Import clearing broker statement records to the application,Beta,ODATA,,,0,,XXX,,XXX,SAPBrokerReconciliationforCommodityDerivatives,BETA,,,,0,1
SourcingProjectImport,SourcingProjectImport,Import Sourcing Project,Create a full sourcing project or update the project header fields of an existing sourcing project.,1,SOAP,,,0,,XXX,,XXX,SAPAribaWebServices,ACTIVE,,,,0,1
lithiumlsw,lithiumlsw,Lithium Response,Manage multiple networks and profiles with this social media management,api-v2,REST,,,,,XXX,,XXX,social,,,,,0,1
API_MKT_INTEREST_SRV,API_MKT_INTEREST_SRV,Marketing - Items of Interest,Read and write master data about Items of Interests,1,ODATA,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata/sap/API_MKT_INTEREST_SRV,,0,,XXX,,XXX,SAPS4HANAMarketingCloud,ACTIVE,,,,0,1
CO_APCRM_SO_QUERY_OUT,CO_APCRM_SO_QUERY_OUT,Sales Order Query Out,Queries sales order in SAP Business Suite.,1.0.0,SOAP,,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
API_RESPYM_TEAM_CONFIG_SRV_0001,API_RESPYM_TEAM_CONFIG_SRV          0001,Responsibility Management Team Configurations - Read,Read details about team configurations in Responsibility Management using this synchronous inbound service,1,ODATAV4,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata4/sap/api_respymgmt_config_srv/srvd_a2x/sap/api_respym_team_config_srv/0001,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
product,product,Product,Access information on your product using this master data service.,1.0,ODATA,https://sandbox.api.sap.com/sap/c4c/odata/v1/c4codataapi,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
KeyAttributesService,KeyAttributesService,Key Attributes Service,Get key attributes for a specific product category.,v1,REST,https://sandbox.api.sap.com/productconfigurationintelligence/v1,,0,,XXX,,XXX,SAPProductConfigurationIntelligence,DECOMMISSIONED,"[{""date"":""08 Mar 2021"",""notes"":""This API is decommissioned."",""state"":""Decommissioned"",""version"":""v1""},{""date"":""29 Nov 2018"",""notes"":""Initial version of API is published."",""state"":""Active"",""version"":""v1""}]",,,0,1
BDR_REQUEST_IN,BDR_REQUEST_IN,Billing Document Request - Create,Create billing document requests in your system by using this asynchronous inbound service,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
PSM_ISI_R_II_MANAGE_CUST_REQ_IN,PSM_ISI_R_II_MANAGE_CUST_REQ_IN,Manage Customer Requirements,An interface to manage intra company stock transfer orders.,2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
